Cluster 2 - Alle Spieler:

 AGE  OFF_RATING_Advanced  DEF_RATING_Advanced  NET_RATING_Advanced  E_TOV_PCT_Advanced  EFG_PCT_Advanced  USG_PCT_Advanced  PACE_Advanced  PIE_Advanced  POSS_Advanced  USG_PCT_Usage  PCT_FGM_Usage  PCT_FG3M_Usage  PCT_FTM_Usage  PCT_OREB_Usage  PCT_DREB_Usage  PCT_AST_Usage  PCT_TOV_Usage  PCT_STL_Usage  PCT_BLK_Usage  PCT_PF_Usage  PCT_PFD_Usage  PCT_PTS_2PT_Scoring  PCT_PTS_2PT_MR_Scoring  PCT_PTS_3PT_Scoring  PCT_PTS_FB_Scoring  PCT_PTS_FT_Scoring  OPP_PTS_OFF_TOV_Defense  OPP_PTS_2ND_CHANCE_Defense  OPP_PTS_FB_Defense  OPP_PTS_PAINT_Defense  DEF_WS_Defense  DEF_WS_RAW_Defense
24.0                109.9                105.8                  4.1                 7.5             0.473             0.143          95.28         0.074            761          0.143          0.124           0.206          0.113           0.171           0.181          0.165          0.102          0.210          0.049         0.179          0.159                0.230                   0.053                0.690               0.115               0.080                      114                          75                  88                    334            1.84            1.844033
22.0                121.4                117.2                  4.2                 5.3             0.700             0.121          96.83         0.095             84          0.121          0.154           0.154          0.091           0.083           0.240          0.269          0.077          0.333          0.500         0.471          0.118                0.533                   0.133                0.400               0.000               0.067                       19                           6                   8                     36            0.07            0.065913
24.0                102.0                108.1                 -6.1                13.4             0.534             0.274          98.61         0.108            490          0.274          0.266           0.542          0.264           0.104           0.132          0.333          0.298          0.333          0.211         0.305          0.218                0.201                   0.067                0.644               0.107               0.155                       90                          70                  88                    254            1.01            1.006540
26.0                115.1                105.8                  9.4                 5.6             0.557             0.185         103.83         0.101            529          0.185          0.192           0.250          0.192           0.293           0.203          0.105          0.109          0.128          0.724         0.232          0.181                0.344                   0.016                0.541               0.033               0.115                       69                          92                  74                    234            1.24            1.242077
28.0                 90.0                120.7                -30.7                13.1             0.000             0.222         130.81        -0.026             30          0.222          0.000           0.000          0.333           0.200           0.167          0.000          0.111          0.333          0.000         0.000          0.429                0.000                   0.000                0.000               0.000               1.000                       12                           0                   5                     16            0.01            0.008353
20.0                 95.5                114.1                -18.6                12.0             0.381             0.199          99.45         0.050            375          0.199          0.154           0.209          0.256           0.087           0.119          0.253          0.194          0.310          0.214         0.188          0.208                0.387                   0.065                0.435               0.081               0.178                       75                          70                  78                    200            0.46            0.455451
26.0                103.9                110.1                 -6.1                16.6             0.531             0.182         100.37         0.100            305          0.182          0.218           0.000          0.125           0.412           0.291          0.217          0.280          0.182          0.450         0.403          0.204                0.897                   0.000                0.000               0.034               0.103                       70                          36                  40                    122            0.53            0.534141
22.0                 89.9                 97.1                 -7.2                17.7             0.286             0.244         102.70         0.000             69          0.244          0.174           0.000          0.417           0.222           0.056          0.143          0.250          0.143          0.000         0.429          0.357                0.615                   0.000                0.000               0.308               0.385                       18                           7                   7                     26            0.24            0.241245
19.0                 97.6                105.6                 -7.9                 5.9             0.333             0.192         103.12         0.070            126          0.192          0.163           0.143          0.087           0.158           0.214          0.250          0.083          0.385          0.143         0.129          0.143                0.556                   0.000                0.333               0.389               0.111                       26                          28                  25                     68            0.30            0.303122
25.0                116.4                109.6                  6.8                 4.6             0.530             0.148         103.04         0.087            543          0.148          0.154           0.226          0.179           0.145           0.107          0.217          0.071          0.196          0.034         0.209          0.146                0.283                   0.057                0.538               0.217               0.179                       94                          93                  82                    298            0.94            0.939602
24.0                101.6                117.5                -15.9                13.4             0.581             0.164         105.46         0.113            826          0.164          0.224           0.000          0.147           0.566           0.353          0.085          0.192          0.233          0.638         0.329          0.197                0.866                   0.013                0.000               0.115               0.134                      153                         119                 144                    438            0.60            0.598737
28.0                105.2                102.4                  2.8                 2.5             0.577             0.151         108.61         0.127            172          0.151          0.188           0.261          0.200           0.238           0.259          0.257          0.034          0.000          0.000         0.280          0.207                0.333                   0.000                0.500               0.167               0.167                       20                          22                  19                     84            0.44            0.444906
21.0                 89.6                102.2                -12.6                13.3             0.333             0.150         104.34         0.099            230          0.150          0.123           0.000          0.375           0.370           0.329          0.114          0.107          0.263          0.000         0.167          0.303                0.600                   0.000                0.000               0.233               0.400                       58                          32                  23                    100            0.65            0.651052
25.0                104.7                106.0                 -1.3                12.0             0.606             0.104         101.19         0.082            721          0.104          0.145           0.000          0.101           0.449           0.271          0.086          0.117          0.123          0.500         0.324          0.169                0.889                   0.044                0.000               0.111               0.111                      125                         102                 133                    326            1.69            1.685316
26.0                115.8                122.1                 -6.3                 5.1             0.638             0.093          99.08         0.089            405          0.093          0.118           0.155          0.033           0.382           0.243          0.152          0.056          0.161          0.222         0.082          0.106                0.340                   0.000                0.623               0.113               0.037                       70                          84                  63                    232            0.04            0.036840
26.0                114.2                100.5                 13.7                 5.7             0.468             0.155         104.92         0.046            372          0.155          0.137           0.273          0.000           0.102           0.182          0.029          0.077          0.129          0.143         0.194          0.059                0.237                   0.169                0.763               0.254               0.000                       52                          56                  51                    174            1.12            1.117747
22.0                 80.8                 76.0                  4.8                 0.0             0.143             0.296         118.62        -0.056             26          0.296          0.143           0.000          0.333           0.000           0.286          0.000          0.000          0.000          0.000         0.000          0.500                0.667                   0.000                0.000               1.000               0.333                        6                           2                   2                     10            0.17            0.165910
24.0                109.0                 96.1                 12.9                27.7             0.143             0.122         110.70         0.007             78          0.122          0.032           0.000          0.050           0.000           0.143          0.136          0.250          0.222          0.000         0.067          0.063                0.667                   0.000                0.000               1.000               0.333                       13                          10                   9                     24            0.28            0.277113
26.0                104.0                 84.2                 19.8                12.5             0.820             0.181         101.64         0.122            151          0.181          0.271           0.429          0.111           0.308           0.125          0.048          0.167          0.000          0.000         0.385          0.050                0.326                   0.000                0.628               0.093               0.046                       23                          16                  22                     62            0.78            0.778179
23.0                103.2                 79.3                 23.9                45.0             0.000             0.176         108.82         0.024             31          0.176          0.000           0.000          0.250           0.000           0.444          0.333          0.500          0.000          0.000         0.333          0.125                0.000                   0.000                0.000               1.000               1.000                        6                           0                   8                     14            0.18            0.176644
24.0                 99.5                121.8                -22.3                13.9             0.369             0.186          99.50         0.051            769          0.186          0.150           0.143          0.107           0.130           0.157          0.316          0.237          0.278          0.071         0.167          0.145                0.550                   0.018                0.330               0.174               0.120                      184                         120                 150                    356            0.11            0.107351
32.0                104.7                 98.7                  6.0                 9.6             0.426             0.269         104.99         0.089            318          0.269          0.229           0.257          0.323           0.130           0.155          0.136          0.213          0.207          0.000         0.133          0.218                0.434                   0.024                0.325               0.108               0.241                       47                          36                  38                    142            1.05            1.048114
23.0                102.3                108.2                 -5.8                 6.7             0.350             0.231          97.06         0.000             43          0.231          0.167           0.143          0.000           0.000           0.250          0.231          0.143          0.000          0.000         0.200          0.333                0.571                   0.000                0.429               0.000               0.000                       11                           0                   4                     16            0.10            0.098033
29.0                109.3                115.2                 -6.0                 9.8             0.563             0.193         101.40         0.083            786          0.193          0.201           0.237          0.183           0.056           0.122          0.287          0.218          0.207          0.068         0.291          0.242                0.471                   0.034                0.397               0.126               0.132                      113                         111                 119                    476            0.81            0.811895
31.0                 97.3                108.7                -11.5                14.9             0.422             0.157          99.59         0.067            437          0.157          0.135           0.123          0.125           0.368           0.250          0.223          0.234          0.189          0.063         0.238          0.214                0.500                   0.036                0.375               0.000               0.125                       61                          61                  80                    240            0.84            0.835982
20.0                 98.7                109.7                -11.1                12.0             0.578             0.189         103.67         0.065            529          0.189          0.203           0.478          0.043           0.070           0.153          0.098          0.176          0.130          0.056         0.200          0.081                0.105                   0.000                0.868               0.246               0.027                      101                          60                  95                    272            0.99            0.987711
25.0                128.4                 91.8                 36.6                 9.6             0.536             0.207         104.64         0.087             74          0.207          0.167           0.250          0.091           0.167           0.143          0.143          0.222          0.250          0.000         0.083          0.154                0.375                   0.000                0.563               0.313               0.062                       14                           8                   6                     26            0.31            0.310268
27.0                108.3                 97.4                 10.9                11.8             0.528             0.223         105.54         0.091            265          0.223          0.210           0.361          0.122           0.176           0.156          0.230          0.250          0.219          0.125         0.277          0.140                0.290                   0.000                0.629               0.258               0.081                       44                          40                  23                    116            0.96            0.962063
23.0                113.1                109.3                  3.9                 8.8             0.441             0.169         100.14         0.070            831          0.169          0.137           0.171          0.172           0.170           0.215          0.195          0.176          0.304          0.129         0.252          0.266                0.420                   0.029                0.391               0.210               0.189                      115                         100                 120                    366            1.54            1.540338
22.0                110.2                111.8                 -1.6                 3.3             0.562             0.141         104.70         0.082            823          0.141          0.181           0.069          0.147           0.417           0.207          0.090          0.042          0.145          0.457         0.288          0.204                0.716                   0.054                0.142               0.081               0.142                      153                         106                 117                    416            1.18            1.183601
33.0                111.5                109.9                  1.6                 4.5             0.615             0.150         101.30         0.051            728          0.150          0.167           0.396          0.030           0.038           0.078          0.037          0.064          0.091          0.067         0.208          0.025                0.082                   0.014                0.898               0.122               0.020                       86                          77                  75                    334            1.27            1.271507
25.0                115.7                102.9                 12.8                12.1             0.573             0.121          96.96         0.078            375          0.121          0.110           0.228          0.101           0.167           0.240          0.140          0.127          0.172          0.083         0.265          0.111                0.148                   0.037                0.722               0.111               0.130                       68                          48                  46                    160            1.06            1.063765
24.0                102.8                115.5                -12.6                10.4             0.485             0.205         100.30         0.086            531          0.205          0.236           0.117          0.115           0.354           0.265          0.143          0.190          0.108          0.077         0.175          0.234                0.661                   0.018                0.248               0.138               0.091                       97                          56                  82                    286            0.55            0.549142
27.0                107.3                100.5                  6.8                16.0             0.639             0.131         100.58         0.082            562          0.131          0.147           0.225          0.082           0.203           0.124          0.174          0.200          0.382          0.286         0.306          0.102                0.345                   0.000                0.552               0.080               0.103                       94                          58                  87                    224            1.77            1.767012
24.0                117.9                126.4                 -8.6                 9.6             0.633             0.130         110.79         0.047            123          0.130          0.145           0.158          0.125           0.231           0.150          0.107          0.111          0.250          0.333         0.423          0.091                0.476                   0.000                0.429               0.095               0.095                        8                          19                  12                     54           -0.06           -0.058869
25.0                113.2                103.5                  9.7                 6.2             0.414             0.120          99.30         0.037            287          0.120          0.092           0.194          0.061           0.214           0.133          0.108          0.071          0.435          0.111         0.360          0.188                0.250                   0.000                0.656               0.188               0.094                       57                          36                  27                    128            0.74            0.744257
25.0                120.4                130.4                -10.0                 0.0             0.500             0.143         106.74         0.092             54          0.143          0.174           0.000          0.167           0.444           0.222          0.154          0.000          0.500          0.000         0.273          0.143                0.800                   0.000                0.000               0.000               0.200                        3                          11                   2                     18           -0.06           -0.056264
21.0                 89.0                110.5                -21.5                 4.2             0.487             0.201         104.30         0.080            163          0.201          0.245           0.500          0.000           0.000           0.119          0.242          0.069          0.250          0.091         0.154          0.000                0.108                   0.000                0.892               0.162               0.000                       35                          19                  36                     92            0.27            0.272276
24.0                104.4                110.7                 -6.3                 9.9             0.446             0.109         107.55         0.040            409          0.109          0.099           0.030          0.181           0.239           0.164          0.100          0.105          0.079          0.130         0.259          0.181                0.652                   0.000                0.065               0.130               0.283                       68                          35                  66                    200            0.66            0.664630
39.0                106.6                111.1                 -4.5                 9.4             0.350             0.129         105.94         0.051            498          0.129          0.090           0.102          0.149           0.125           0.139          0.225          0.118          0.304          0.105         0.250          0.188                0.453                   0.038                0.340               0.113               0.207                       98                          59                  92                    220            0.80            0.798994
22.0                132.0                 92.0                 40.0                12.5             0.500             0.060         103.60         0.080             75          0.060          0.054           0.000          0.000           0.286           0.241          0.107          0.091          0.429          0.000         0.167          0.000                1.000                   0.000                0.000               0.000               0.000                       14                           4                   6                     26            0.32            0.316514
25.0                 98.5                108.7                -10.2                 8.4             0.471             0.146         104.60         0.057            867          0.146          0.142           0.253          0.160           0.248           0.177          0.093          0.102          0.152          0.154         0.259          0.122                0.328                   0.045                0.515               0.142               0.157                      156                         100                 136                    372            1.68            1.684389
24.0                104.6                115.1                -10.5                12.6             0.669             0.152         102.68         0.087            652          0.152          0.205           0.045          0.261           0.306           0.171          0.072          0.150          0.119          0.333         0.238          0.268                0.761                   0.000                0.067               0.134               0.172                      119                          67                  93                    298            0.69            0.688129
23.0                112.0                 92.7                 19.3                 6.8             0.500             0.122         103.01         0.070            100          0.122          0.128           0.077          0.095           0.067           0.233          0.038          0.077          0.111          0.500         0.154          0.063                0.615                   0.000                0.231               0.000               0.154                       17                           6                   9                     32            0.40            0.400615
23.0                112.5                107.1                  5.4                12.8             0.609             0.164         105.29         0.095            184          0.164          0.182           0.000          0.212           0.407           0.270          0.093          0.172          0.250          0.800         0.400          0.219                0.800                   0.000                0.000               0.114               0.200                       27                          27                  34                     82            0.39            0.393824
25.0                 92.7                110.0                -17.3                 0.0             0.357             0.170         111.94         0.099             41          0.170          0.182           0.143          0.111           0.250           0.231          0.714          0.000          0.500          1.000         0.429          0.167                0.333                   0.000                0.500               0.000               0.167                        2                           6                   7                     22            0.07            0.071464
24.0                 61.5                 30.8                 30.8                 0.0             0.000             0.143         112.43         0.125             13          0.143          0.000           0.000          0.000           0.000           0.333          0.000          0.000          0.333          0.000         0.000          0.000                0.000                   0.000                0.000               0.000               1.000                        0                           0                   0                      0            0.17            0.169088
24.0                100.0                102.6                 -2.6                10.8             0.452             0.220          98.35         0.077            548          0.220          0.215           0.241          0.223           0.222           0.102          0.233          0.200          0.196          0.000         0.196          0.233                0.467                   0.117                0.325               0.125               0.208                      123                          47                  77                    210            1.52            1.523415
22.0                 91.7                105.4                -13.7                20.6             0.412             0.228          94.28         0.079            181          0.228          0.203           0.167          0.208           0.063           0.212          0.342          0.310          0.250          0.077         0.077          0.200                0.485                   0.000                0.364               0.091               0.151                       44                          23                  29                     98            0.45            0.453374
22.0                 95.3                115.3                -20.0                10.8             0.475             0.132          98.57         0.065            515          0.132          0.142           0.118          0.170           0.345           0.165          0.056          0.127          0.250          0.281         0.193          0.156                0.535                   0.113                0.254               0.099               0.211                       85                         100                  87                    228            0.51            0.511347
29.0                 84.7                 93.9                 -9.2                10.0             0.412             0.176         109.32         0.020             98          0.176          0.161           0.364          0.000           0.250           0.083          0.056          0.100          0.000          0.182         0.176          0.000                0.143                   0.143                0.857               0.000               0.000                       11                          10                  12                     34            0.40            0.395619
28.0                116.4                103.5                 12.9                 4.1             0.559             0.142         109.95         0.101            122          0.142          0.167           0.167          0.107           0.176           0.216          0.108          0.077          0.400          0.000         0.148          0.100                0.455                   0.000                0.409               0.182               0.136                       20                          10                  12                     48            0.31            0.306603
25.0                 89.9                104.4                -14.5                 9.7             0.523             0.140         101.56         0.090            158          0.140          0.167           0.263          0.000           0.167           0.218          0.158          0.097          0.182          0.000         0.115          0.000                0.348                   0.000                0.652               0.478               0.000                       44                          28                  23                     68            0.39            0.390822
22.0                105.6                108.9                 -3.3                10.3             0.456             0.139         102.79         0.063            779          0.139          0.122           0.109          0.197           0.179           0.163          0.191          0.122          0.308          0.148         0.276          0.250                0.422                   0.018                0.330               0.193               0.248                      153                         111                 121                    398            1.48            1.480626
34.0                101.9                109.2                 -7.4                11.5             0.409             0.113         100.89         0.048            215          0.113          0.082           0.182          0.185           0.231           0.192          0.118          0.114          0.200          0.000         0.196          0.091                0.261                   0.174                0.522               0.000               0.217                       29                          24                  27                     96            0.41            0.408347
29.0                125.0                 62.5                 62.5                 0.0             0.000             0.000         114.06         0.133              8          0.000          0.000           0.000          0.000           0.000           0.250          0.333          0.000          0.000          0.000         0.000          0.000                0.000                   0.000                0.000               0.000               1.000                        0                           0                   0                      2            0.07            0.065698
24.0                110.0                123.5                -13.5                 7.8             0.900             0.092         111.64         0.100             70          0.092          0.133           0.143          0.200           0.200           0.087          0.429          0.111          0.000          0.000         0.182          0.100                0.545                   0.000                0.273               0.182               0.182                       11                           9                   9                     24           -0.01           -0.006803
24.0                 98.4                 88.7                  9.7                31.3             0.429             0.197          98.77         0.026             63          0.197          0.111           0.400          0.143           0.000           0.154          0.000          0.667          0.000          0.000         0.000          0.176                0.000                   0.000                0.667               0.000               0.333                        5                           7                   2                     30            0.29            0.294930
22.0                107.2                123.5                -16.4                11.1             0.449             0.164         101.36         0.049            670          0.164          0.142           0.167          0.161           0.040           0.123          0.262          0.196          0.104          0.219         0.227          0.147                0.434                   0.189                0.396               0.123               0.170                       98                         124                 105                    356           -0.07           -0.068764
27.0                 81.3                 77.8                  3.5                 0.0             0.000             0.000         111.25         0.114             16          0.000          0.000           0.000          0.000           0.000           0.000          1.000          0.000          1.000          0.000         0.000          0.000                0.000                   0.000                0.000               0.000               1.000                        2                           0                   4                      8            0.11            0.112417
26.0                118.5                117.8                  0.6                24.5             0.542             0.163         100.75         0.067            130          0.163          0.113           0.043          0.160           0.111           0.100          0.303          0.364          0.571          0.250         0.087          0.231                0.588                   0.000                0.176               0.118               0.236                       32                          26                   8                     56            0.09            0.087652
38.0                 97.4                110.5                -13.1                20.6             0.364             0.165         100.28         0.015             77          0.165          0.138           0.000          0.000           0.000           0.286          0.200          0.286          0.000          0.500         0.313          0.083                1.000                   0.000                0.000               0.000               0.000                       10                          10                   9                     42            0.13            0.126827
24.0                118.2                141.7                -23.5                 0.0             0.500             0.455         119.14         0.156             11          0.455          0.500           0.000          0.500           0.000           0.500          0.000          0.000          0.000          0.000         0.000          0.500                0.667                   0.000                0.000               0.333               0.333                        0                           2                   2                      6           -0.03           -0.030888
25.0                118.1                103.4                 14.7                 7.3             0.552             0.183         103.89         0.106            486          0.183          0.205           0.182          0.224           0.163           0.168          0.119          0.134          0.233          0.111         0.235          0.158                0.508                   0.000                0.305               0.271               0.187                       73                          77                  79                    256            1.30            1.300079
21.0                 93.6                120.7                -27.1                11.2             0.466             0.155         100.58         0.074            502          0.155          0.179           0.149          0.117           0.186           0.221          0.155          0.160          0.250          0.000         0.159          0.095                0.615                   0.026                0.269               0.179               0.116                       99                          91                  80                    272            0.14            0.140459
25.0                100.9                114.0                -13.1                 7.7             0.411             0.215          96.24         0.060            338          0.215          0.203           0.235          0.137           0.128           0.126          0.231          0.157          0.048          0.250         0.141          0.145                0.537                   0.060                0.358               0.119               0.105                       60                          52                  63                    184            0.40            0.398083
26.0                100.4                120.4                -20.0                14.7             0.536             0.159         100.89         0.057            235          0.159          0.150           0.240          0.235           0.107           0.041          0.218          0.182          0.188          0.125         0.204          0.193                0.286                   0.048                0.429               0.143               0.285                       58                          42                  34                     82            0.08            0.077160
22.0                103.8                 99.2                  4.6                14.0             0.478             0.195         109.79         0.031            132          0.195          0.188           0.250          0.080           0.071           0.095          0.200          0.294          0.222          0.100         0.346          0.087                0.417                   0.167                0.500               0.000               0.083                       11                          11                  28                     60            0.41            0.410145
38.0                112.2                116.1                 -3.9                 5.6             0.624             0.144         100.43         0.085            827          0.144          0.171           0.242          0.219           0.094           0.163          0.106          0.081          0.115          0.082         0.216          0.154                0.372                   0.116                0.506               0.122               0.122                      103                         141                 102                    458            0.77            0.768921
25.0                 72.7                150.0                -77.3                 0.0             0.000             0.000         118.29        -0.043             11          0.000          0.000           0.000          0.000           0.000           0.000          1.000          0.000          0.000          0.000         0.667          0.500                0.000                   0.000                0.000               0.000               1.000                        2                           2                   2                      4           -0.05           -0.045786
29.0                114.8                111.5                  3.3                 5.5             0.497             0.200         106.46         0.082            717          0.200          0.186           0.304          0.069           0.058           0.142          0.207          0.120          0.271          0.103         0.127          0.070                0.261                   0.078                0.686               0.203               0.053                      113                         109                  86                    332            1.05            1.054165
37.0                108.9                113.1                 -4.2                16.4             0.326             0.113         102.03         0.025            248          0.113          0.064           0.100          0.000           0.083           0.118          0.348          0.214          0.154          0.000         0.293          0.091                0.400                   0.000                0.600               0.200               0.000                       56                          37                  41                    128            0.32            0.321983
23.0                104.7                107.2                 -2.5                 6.8             0.455             0.150         106.66         0.067            531          0.150          0.158           0.135          0.092           0.175           0.171          0.092          0.096          0.357          0.171         0.180          0.124                0.625                   0.075                0.263               0.225               0.112                       95                          89                  70                    204            1.14            1.141648
20.0                106.1                105.4                  0.6                 9.0             0.462             0.118         105.49         0.059            842          0.118          0.104           0.190          0.125           0.261           0.191          0.091          0.092          0.214          0.220         0.252          0.149                0.388                   0.000                0.437               0.282               0.175                      140                         104                 126                    358            1.95            1.949938
29.0                118.0                108.9                  9.1                10.8             0.563             0.134          99.58         0.083            651          0.134          0.112           0.183          0.152           0.098           0.115          0.282          0.163          0.281          0.038         0.164          0.181                0.245                   0.061                0.582               0.204               0.173                      119                          97                  76                    278            1.24            1.244027
21.0                111.8                108.0                  3.8                13.7             0.452             0.110          98.14         0.045            821          0.110          0.092           0.109          0.055           0.221           0.185          0.101          0.131          0.154          0.212         0.192          0.101                0.366                   0.000                0.549               0.049               0.085                      141                         119                 127                    414            1.74            1.738532
23.0                105.7                108.2                 -2.5                12.6             0.387             0.235         109.70         0.063            158          0.235          0.167           0.200          0.160           0.000           0.158          0.205          0.333          0.313          0.300         0.105          0.143                0.643                   0.000                0.214               0.393               0.143                       23                          19                  25                     66            0.33            0.328138
22.0                104.0                107.0                 -3.0                 8.6             0.567             0.160         104.77         0.095            604          0.160          0.190           0.169          0.210           0.207           0.175          0.108          0.107          0.313          0.545         0.281          0.163                0.504                   0.000                0.353               0.185               0.143                      109                          77                  69                    270            1.33            1.332787
31.0                104.1                114.7                -10.6                13.4             0.368             0.134         100.82         0.015            315          0.134          0.096           0.128          0.075           0.240           0.068          0.179          0.163          0.258          0.143         0.298          0.161                0.313                   0.063                0.563               0.219               0.124                       56                          37                  51                    180            0.36            0.357438
26.0                 95.0                101.9                 -6.9                14.8             0.429             0.107         103.22         0.020            218          0.107          0.110           0.095          0.000           0.167           0.088          0.171          0.122          0.231          0.250         0.324          0.075                0.667                   0.000                0.333               0.222               0.000                       55                          34                  29                    120            0.62            0.620336
24.0                100.7                121.2                -20.5                 8.2             0.550             0.169         101.63         0.079            702          0.169          0.201           0.189          0.210           0.156           0.199          0.071          0.114          0.192          0.357         0.242          0.177                0.549                   0.113                0.296               0.190               0.155                      137                         114                 122                    342            0.15            0.152807
24.0                105.5                104.1                  1.3                10.5             0.750             0.145         106.64         0.114            219          0.145          0.207           0.136          0.114           0.500           0.272          0.070          0.133          0.278          0.250         0.355          0.154                0.698                   0.000                0.209               0.209               0.093                       39                          31                  30                     94            0.57            0.571423
25.0                112.7                115.6                 -2.9                 8.2             0.556             0.202         103.28         0.104            181          0.202          0.237           0.143          0.250           0.233           0.227          0.096          0.182          0.095          0.444         0.162          0.194                0.609                   0.043                0.261               0.130               0.130                       34                          26                  18                     90            0.18            0.176388
36.0                108.7                112.3                 -3.6                 8.7             0.461             0.230         103.56         0.109            540          0.230          0.200           0.343          0.150           0.386           0.393          0.165          0.203          0.283          0.267         0.304          0.214                0.279                   0.033                0.590               0.074               0.131                      108                          60                 114                    276            0.81            0.807511
24.0                 93.8                 96.9                 -3.1                 0.0             0.286             0.118         105.33         0.066             64          0.118          0.100           0.000          0.154           0.000           0.348          0.143          0.000          0.250          0.500         0.400          0.231                0.667                   0.000                0.000               0.333               0.333                       13                           2                   9                     34            0.23            0.233009
23.0                109.9                115.6                 -5.7                10.2             0.512             0.145         101.72         0.085            342          0.145          0.137           0.178          0.145           0.109           0.141          0.320          0.180          0.108          0.148         0.169          0.156                0.370                   0.037                0.444               0.037               0.186                       56                          55                  75                    186            0.35            0.351857
25.0                105.9                114.7                 -8.7                10.8             0.500             0.134          98.21         0.083            555          0.134          0.159           0.092          0.047           0.279           0.275          0.212          0.129          0.137          0.148         0.204          0.118                0.701                   0.000                0.234               0.065               0.065                      104                          85                  95                    284            0.63            0.633034
21.0                 95.3                103.3                 -8.0                10.0             0.426             0.203         106.96         0.086            275          0.203          0.184           0.160          0.317           0.185           0.176          0.254          0.186          0.125          0.182         0.205          0.231                0.528                   0.038                0.226               0.189               0.246                       55                          27                  54                    116            0.71            0.714991
27.0                101.4                130.5                -29.1                11.3             0.636             0.097         104.42         0.072            276          0.097          0.136           0.000          0.133           0.324           0.276          0.079          0.111          0.111          0.333         0.333          0.125                0.824                   0.118                0.000               0.029               0.176                       55                          42                  44                    146           -0.29           -0.293852
27.0                128.2                101.8                 26.4                11.6             0.524             0.210         102.46         0.090            323          0.210          0.187           0.170          0.140           0.100           0.309          0.085          0.286          0.139          0.167         0.254          0.143                0.568                   0.081                0.324               0.122               0.108                       44                          75                  40                    160            0.95            0.948590
