Cluster 3 - Alle Spieler:

 AGE  OFF_RATING_Advanced  DEF_RATING_Advanced  NET_RATING_Advanced  E_TOV_PCT_Advanced  EFG_PCT_Advanced  USG_PCT_Advanced  PACE_Advanced  PIE_Advanced  POSS_Advanced  USG_PCT_Usage  PCT_FGM_Usage  PCT_FG3M_Usage  PCT_FTM_Usage  PCT_OREB_Usage  PCT_DREB_Usage  PCT_AST_Usage  PCT_TOV_Usage  PCT_STL_Usage  PCT_BLK_Usage  PCT_PF_Usage  PCT_PFD_Usage  PCT_PTS_2PT_Scoring  PCT_PTS_2PT_MR_Scoring  PCT_PTS_3PT_Scoring  PCT_PTS_FB_Scoring  PCT_PTS_FT_Scoring  OPP_PTS_OFF_TOV_Defense  OPP_PTS_2ND_CHANCE_Defense  OPP_PTS_FB_Defense  OPP_PTS_PAINT_Defense  DEF_WS_Defense  DEF_WS_RAW_Defense
24.0                110.0                122.3                -12.3                 8.1             0.578             0.110         102.71         0.067           1303          0.110          0.125           0.142          0.058           0.218           0.241          0.130          0.095          0.202          0.357         0.295          0.071                0.536                   0.012                0.393               0.077               0.071                      213                         226                 196                    742            0.09            0.086281
33.0                114.1                112.6                  1.5                 9.7             0.546             0.208         104.75         0.114           1845          0.208          0.211           0.192          0.211           0.082           0.197          0.318          0.238          0.235          0.100         0.223          0.193                0.509                   0.232                0.327               0.080               0.164                      303                         240                 287                    842            2.51            2.506868
39.0                103.8                109.6                 -5.8                 8.5             0.474             0.100          99.28         0.067           1368          0.100          0.081           0.164          0.118           0.084           0.132          0.294          0.113          0.275          0.200         0.209          0.140                0.174                   0.043                0.630               0.072               0.196                      226                         185                 195                    590            2.50            2.499699
28.0                111.6                106.5                  5.1                 7.7             0.596             0.143          99.55         0.062           1583          0.143          0.162           0.302          0.048           0.070           0.102          0.066          0.105          0.181          0.031         0.179          0.125                0.308                   0.070                0.650               0.206               0.042                      244                         206                 164                    834            3.60            3.597623
32.0                107.5                116.5                 -9.0                 7.5             0.626             0.155         104.76         0.106           1009          0.155          0.208           0.245          0.051           0.232           0.253          0.140          0.105          0.217          0.295         0.202          0.134                0.453                   0.030                0.502               0.049               0.045                      176                         128                 136                    478            0.85            0.845720
27.0                111.6                110.2                  1.4                 6.1             0.498             0.145          99.37         0.061           1607          0.145          0.139           0.241          0.038           0.097           0.178          0.115          0.092          0.196          0.145         0.217          0.060                0.219                   0.055                0.750               0.145               0.031                      267                         223                 205                    696            2.78            2.780104
26.0                104.7                118.7                -14.1                 8.3             0.526             0.214         101.60         0.091           1009          0.214          0.229           0.391          0.147           0.050           0.186          0.200          0.154          0.120          0.096         0.152          0.121                0.356                   0.065                0.547               0.105               0.097                      201                         167                 198                    522            0.57            0.570530
27.0                113.5                108.0                  5.5                10.0             0.504             0.152         105.60         0.078           1712          0.152          0.126           0.221          0.096           0.141           0.154          0.232          0.184          0.329          0.205         0.212          0.075                0.165                   0.022                0.753               0.112               0.082                      264                         238                 212                    810            3.35            3.349060
22.0                106.1                109.8                 -3.7                12.3             0.547             0.233         103.25         0.087            918          0.233          0.241           0.291          0.200           0.080           0.141          0.153          0.230          0.177          0.038         0.199          0.140                0.451                   0.068                0.434               0.153               0.115                      165                         114                 162                    466            1.63            1.629706
32.0                106.5                116.9                -10.4                 9.1             0.467             0.231         103.18         0.113           1215          0.231          0.221           0.114          0.382           0.164           0.178          0.330          0.217          0.165          0.102         0.131          0.312                0.577                   0.066                0.157               0.075               0.266                      230                         175                 178                    622            0.95            0.951590
24.0                110.4                107.5                  2.9                10.7             0.561             0.187         102.00         0.095           1719          0.187          0.198           0.228          0.167           0.091           0.095          0.299          0.217          0.233          0.044         0.207          0.178                0.421                   0.091                0.464               0.184               0.115                      317                         279                 236                    752            3.62            3.619192
31.0                109.9                107.3                  2.6                12.0             0.488             0.198         107.13         0.086           1520          0.198          0.170           0.258          0.185           0.108           0.112          0.285          0.258          0.283          0.110         0.161          0.218                0.341                   0.052                0.482               0.066               0.177                      257                         230                 213                    676            3.16            3.161901
33.0                111.9                112.3                 -0.4                13.4             0.453             0.085         101.75         0.035           1345          0.085          0.069           0.076          0.060           0.200           0.164          0.141          0.124          0.102          0.236         0.241          0.107                0.466                   0.136                0.379               0.029               0.155                      232                         198                 190                    644            1.98            1.976259
27.0                108.6                116.2                 -7.6                15.1             0.537             0.102         101.29         0.063           1492          0.102          0.096           0.142          0.077           0.257           0.233          0.084          0.130          0.149          0.246         0.195          0.098                0.321                   0.012                0.574               0.093               0.105                      260                         247                 277                    738            1.32            1.319918
30.0                111.1                108.3                  2.8                 6.8             0.505             0.173          99.99         0.096           1195          0.173          0.176           0.204          0.154           0.098           0.145          0.244          0.127          0.217          0.041         0.114          0.130                0.446                   0.120                0.399               0.107               0.155                      227                         175                 187                    578            2.39            2.393795
28.0                106.1                107.0                 -0.9                12.6             0.616             0.254          99.97         0.165           1172          0.254          0.310           0.221          0.364           0.310           0.313          0.154          0.257          0.202          0.150         0.221          0.362                0.585                   0.000                0.210               0.080               0.205                      231                         132                 159                    516            2.65            2.649846
22.0                113.4                104.7                  8.8                 6.5             0.482             0.155         103.84         0.085           1146          0.155          0.146           0.136          0.200           0.326           0.251          0.083          0.093          0.220          0.478         0.282          0.165                0.518                   0.020                0.320               0.132               0.162                      182                         101                 183                    546            2.79            2.787291
25.0                117.4                108.3                  9.1                12.7             0.650             0.136          95.52         0.102           1717          0.136          0.183           0.000          0.160           0.399           0.264          0.104          0.175          0.128          0.438         0.350          0.185                0.852                   0.019                0.000               0.058               0.148                      236                         264                 197                    842            3.53            3.527873
22.0                101.8                109.5                 -7.7                 5.4             0.437             0.158         103.43         0.082           1255          0.158          0.150           0.084          0.244           0.373           0.211          0.136          0.077          0.217          0.098         0.140          0.231                0.577                   0.020                0.179               0.214               0.244                      228                         163                 217                    630            2.29            2.294637
24.0                104.5                109.2                 -4.8                11.7             0.477             0.177         102.45         0.088           1639          0.177          0.187           0.083          0.203           0.366           0.247          0.185          0.209          0.129          0.258         0.291          0.183                0.653                   0.033                0.168               0.050               0.179                      282                         240                 278                    794            3.04            3.044154
32.0                111.7                114.6                 -2.9                 8.4             0.542             0.151          99.41         0.088           1259          0.151          0.159           0.151          0.126           0.168           0.214          0.215          0.141          0.118          0.153         0.194          0.140                0.528                   0.037                0.361               0.069               0.111                      224                         182                 152                    574            1.39            1.387089
26.0                111.3                105.7                  5.6                11.3             0.535             0.179         101.81         0.115            924          0.179          0.188           0.068          0.225           0.435           0.313          0.192          0.215          0.351          0.581         0.385          0.228                0.696                   0.098                0.130               0.136               0.174                      147                         135                 125                    388            2.18            2.180677
24.0                111.1                108.7                  2.4                 7.5             0.517             0.141          98.71         0.055           1595          0.141          0.138           0.146          0.158           0.176           0.119          0.151          0.122          0.232          0.127         0.324          0.196                0.454                   0.000                0.382               0.163               0.164                      256                         196                 233                    790            3.23            3.225678
25.0                111.5                109.1                  2.4                 8.8             0.582             0.197         100.02         0.095           1433          0.197          0.224           0.307          0.081           0.250           0.244          0.134          0.175          0.137          0.257         0.323          0.090                0.294                   0.029                0.644               0.076               0.062                      221                         159                 242                    604            2.69            2.687858
21.0                100.6                109.8                 -9.2                14.3             0.465             0.156         104.66         0.055           1005          0.156          0.161           0.163          0.120           0.182           0.156          0.119          0.165          0.195          0.121         0.216          0.113                0.542                   0.052                0.310               0.206               0.148                      221                         134                 172                    498            1.79            1.786805
23.0                 98.5                110.4                -12.0                10.5             0.360             0.122          99.16         0.051            969          0.122          0.102           0.062          0.103           0.108           0.094          0.270          0.141          0.371          0.059         0.173          0.156                0.602                   0.022                0.226               0.118               0.172                      170                         113                 134                    488            1.70            1.701322
21.0                108.5                111.1                 -2.7                10.3             0.452             0.171         104.93         0.060           1425          0.171          0.146           0.273          0.059           0.087           0.130          0.227          0.165          0.278          0.207         0.196          0.044                0.314                   0.096                0.629               0.192               0.057                      245                         205                 233                    744            2.31            2.314957
31.0                110.2                114.5                 -4.3                 9.2             0.647             0.143         100.78         0.135           1127          0.143          0.193           0.000          0.303           0.459           0.326          0.145          0.119          0.107          0.434         0.230          0.251                0.783                   0.000                0.000               0.052               0.217                      241                         143                 196                    546            1.24            1.242744
20.0                112.3                111.1                  1.2                14.4             0.500             0.215         101.82         0.078           1097          0.215          0.212           0.167          0.039           0.097           0.116          0.363          0.366          0.253          0.020         0.180          0.130                0.621                   0.073                0.342               0.146               0.037                      163                         169                 139                    548            1.79            1.789577
22.0                114.0                108.6                  5.4                11.8             0.577             0.179         101.74         0.088           1732          0.179          0.180           0.209          0.133           0.157           0.147          0.226          0.221          0.326          0.200         0.277          0.159                0.476                   0.074                0.421               0.146               0.103                      313                         231                 218                    772            3.40            3.403997
26.0                111.6                112.9                 -1.4                 6.8             0.609             0.202         102.07         0.124           1445          0.202          0.241           0.278          0.190           0.358           0.277          0.120          0.124          0.180          0.283         0.255          0.171                0.421                   0.021                0.468               0.078               0.111                      259                         234                 225                    722            1.96            1.956672
28.0                106.2                113.1                 -6.9                 9.5             0.528             0.162          98.81         0.081           1722          0.162          0.172           0.155          0.193           0.163           0.132          0.233          0.147          0.188          0.052         0.183          0.216                0.489                   0.057                0.362               0.149               0.149                      328                         253                 256                    806            2.33            2.330137
31.0                115.3                105.9                  9.4                16.5             0.545             0.127          99.77         0.109           1658          0.127          0.129           0.000          0.150           0.532           0.283          0.184          0.202          0.177          0.346         0.214          0.286                0.809                   0.000                0.000               0.027               0.191                      301                         201                 225                    750            3.84            3.841393
28.0                110.3                117.7                 -7.4                11.7             0.507             0.198         101.83         0.067           1619          0.198          0.182           0.288          0.113           0.113           0.131          0.191          0.214          0.167          0.100         0.156          0.097                0.287                   0.060                0.629               0.102               0.084                      298                         255                 306                    808            1.12            1.115918
24.0                111.4                109.8                  1.7                 8.8             0.527             0.208         106.82         0.090           1607          0.208          0.207           0.183          0.258           0.127           0.143          0.201          0.185          0.184          0.122         0.207          0.244                0.485                   0.016                0.325               0.169               0.190                      269                         239                 183                    752            2.78            2.776922
24.0                103.4                108.4                 -5.0                11.3             0.482             0.183          97.96         0.087           1358          0.183          0.184           0.148          0.252           0.172           0.199          0.167          0.181          0.209          0.179         0.197          0.226                0.524                   0.037                0.270               0.154               0.206                      240                         180                 198                    656            2.76            2.764143
25.0                112.0                113.5                 -1.5                 7.1             0.578             0.136         103.35         0.110           1948          0.136          0.161           0.073          0.165           0.151           0.136          0.347          0.141          0.259          0.090         0.163          0.193                0.661                   0.030                0.173               0.176               0.166                      288                         306                 245                    962            2.38            2.383320
24.0                105.1                109.4                 -4.4                13.8             0.510             0.226          97.80         0.101           1867          0.226          0.232           0.127          0.292           0.161           0.205          0.256          0.285          0.196          0.130         0.231          0.287                0.600                   0.009                0.193               0.104               0.207                      391                         276                 299                    906            3.50            3.501373
28.0                101.9                111.1                 -9.2                10.2             0.456             0.176          98.95         0.071            885          0.176          0.172           0.216          0.122           0.268           0.107          0.184          0.151          0.408          0.179         0.201          0.099                0.447                   0.013                0.434               0.125               0.119                      169                         105                 117                    438            1.47            1.471769
22.0                102.6                114.3                -11.7                11.9             0.574             0.252         102.79         0.127           1099          0.252          0.296           0.302          0.274           0.255           0.295          0.142          0.273          0.159          0.489         0.300          0.269                0.497                   0.091                0.345               0.073               0.158                      187                         181                 194                    558            1.25            1.248746
31.0                102.2                109.4                 -7.2                15.5             0.430             0.199          97.45         0.061           1590          0.199          0.160           0.226          0.140           0.099           0.129          0.333          0.302          0.127          0.000         0.147          0.171                0.372                   0.104                0.502               0.037               0.126                      326                         222                 286                    826            2.98            2.984294
24.0                117.4                116.2                  1.2                12.4             0.479             0.166         105.23         0.065           1090          0.166          0.146           0.186          0.086           0.162           0.224          0.185          0.216          0.135          0.121         0.217          0.157                0.458                   0.045                0.436               0.034               0.106                      231                         142                 188                    526            0.95            0.947884
23.0                 99.6                112.0                -12.4                13.2             0.524             0.133         100.73         0.083           1045          0.133          0.154           0.122          0.113           0.233           0.201          0.174          0.166          0.213          0.094         0.163          0.107                0.600                   0.053                0.280               0.287               0.120                      201                         145                 198                    514            1.58            1.578235
24.0                107.3                108.9                 -1.6                 7.1             0.557             0.119         102.16         0.063           1293          0.119          0.134           0.116          0.138           0.241           0.123          0.067          0.073          0.258          0.437         0.245          0.172                0.576                   0.033                0.277               0.217               0.147                      229                         227                 208                    586            2.45            2.453930
24.0                113.7                115.5                 -1.8                10.4             0.570             0.325         103.30         0.167           1841          0.325          0.371           0.016          0.453           0.306           0.243          0.328          0.388          0.268          0.243         0.245          0.471                0.773                   0.003                0.012               0.125               0.215                      286                         286                 278                    906            1.85            1.845387

--- Medianwerte ---
AGE: 25.0
OFF_RATING_Advanced: 109.35
DEF_RATING_Advanced: 111.1
NET_RATING_Advanced: -2.1500000000000004
E_TOV_PCT_Advanced: 10.45
EFG_PCT_Advanced: 0.531
USG_PCT_Advanced: 0.161
PACE_Advanced: 100.92
PIE_Advanced: 0.0825
POSS_Advanced: 1350.5
USG_PCT_Usage: 0.161
PCT_FGM_Usage: 0.1705
PCT_FG3M_Usage: 0.1635
PCT_FTM_Usage: 0.15
PCT_OREB_Usage: 0.1775
PCT_DREB_Usage: 0.184
PCT_AST_Usage: 0.172
PCT_TOV_Usage: 0.162
PCT_STL_Usage: 0.188
PCT_BLK_Usage: 0.172
PCT_PF_Usage: 0.208
PCT_PFD_Usage: 0.167
PCT_PTS_2PT_Scoring: 0.5005
PCT_PTS_2PT_MR_Scoring: 0.0345
PCT_PTS_3PT_Scoring: 0.357
PCT_PTS_FB_Scoring: 0.1175
PCT_PTS_FT_Scoring: 0.136
OPP_PTS_OFF_TOV_Defense: 238.0
OPP_PTS_2ND_CHANCE_Defense: 191.5
OPP_PTS_FB_Defense: 206.5
OPP_PTS_PAINT_Defense: 653.0
DEF_WS_Defense: 2.1
DEF_WS_RAW_Defense: 2.099350706083439
