PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN_AVG,FGM_AVG,FGM_PER48,FGM_PER40,FGM_PER36,FGA_AVG,FGA_PER48,FGA_PER40,FGA_PER36,FG_PCT,FG3M_AVG,FG3M_PER48,FG3M_PER40,FG3M_PER36,FG3A_AVG,FG3A_PER48,FG3A_PER40,FG3A_PER36,FG3_PCT,FTM_AVG,FTM_PER48,FTM_PER40,FTM_PER36,FTA_AVG,FTA_PER48,FTA_PER40,FTA_PER36,FT_PCT,OREB_AVG,OREB_PER48,OREB_PER40,OREB_PER36,DREB_AVG,DREB_PER48,DREB_PER40,DREB_PER36,REB_AVG,REB_PER48,REB_PER40,REB_PER36,AST_AVG,AST_PER48,AST_PER40,AST_PER36,TOV_AVG,TOV_PER48,TOV_PER40,TOV_PER36,STL_AVG,STL_PER48,STL_PER40,STL_PER36,BLK_AVG,BLK_PER48,BLK_PER40,BLK_PER36,BLKA_AVG,BLKA_PER48,BLKA_PER40,BLKA_PER36,PF_AVG,PF_PER48,PF_PER40,PF_PER36,PFD_AVG,PFD_PER48,PFD_PER40,PFD_PER36,PTS_AVG,PTS_PER48,PTS_PER40,PTS_PER36,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,TEAM_COUNT,HEIGHT,WEIGHT
Dillon Brooks,HOU,29.0,75,49,26,0.653,31.84348888888889,5.12,7.7177472876017905,6.431456073001493,5.788310465701343,11.933333333333334,17.98797870417605,14.98998225348004,13.490984028132036,0.429,2.48,3.738283842432118,3.115236535360098,2.8037128818240884,6.253333333333333,9.426102806992812,7.85508567249401,7.069577105244609,0.397,1.32,1.9897317225848368,1.6581097688206972,1.4922987919386275,1.6133333333333333,2.4318943276036893,2.0265786063364075,1.8239207457027669,0.818,1.0,1.5073725171097245,1.256143764258104,1.1305293878322935,2.6666666666666665,4.019660045625933,3.3497167046882774,3.01474503421945,3.6666666666666665,5.527032562735657,4.605860468946381,4.1452744220517435,1.7066666666666668,2.572582429200597,2.1438186910004973,1.9294368219004476,1.0133333333333334,1.5274708173378544,1.2728923477815455,1.1456031130033908,0.8,1.20589801368778,1.0049150114064833,0.9044235102658349,0.21333333333333335,0.3215728036500746,0.26797733637506216,0.24117960273755595,0.48,0.7235388082126679,0.6029490068438899,0.5426541061595009,3.2266666666666666,4.863788655207379,4.053157212672815,3.6478414914055337,1.4533333333333334,2.190714724866133,1.8255956040551111,1.6430360436495999,14.04,21.163510140220534,17.636258450183778,15.872632605165402,1727.0,0,0,59,25,315,98,37,78,63,354,25,31,97,140,158,169,115,150,142,177,167,119,242,441,566,154,78,67,111,281,44,1,78.0,225
Amen Thompson,HOU,22.0,69,43,26,0.623,32.252391304347825,5.6231884057971016,8.368776160850897,6.973980134042415,6.276582120638173,10.101449275362318,15.033600474518238,12.528000395431864,11.275200355888678,0.557,0.36231884057971014,0.539225268096063,0.4493543900800525,0.40441895107204723,1.318840579710145,1.9627799758696691,1.635649979891391,1.472084981902252,0.275,2.449275362318841,3.645162812329386,3.037635676941155,2.7338721092470397,3.579710144927536,5.327545648789102,4.439621373990919,3.995659236591827,0.684,2.782608695652174,4.141250058977764,3.451041715814803,3.105937544233323,5.391304347826087,8.023671989269417,6.686393324391181,6.017753991952063,8.173913043478262,12.164922048247181,10.137435040205984,9.123691536185387,3.8405797101449277,5.715787841818268,4.763156534848557,4.286840881363701,2.0,2.9765234798902678,2.48043623324189,2.2323926099177007,1.4057971014492754,2.0921940402127244,1.7434950335106036,1.5691455301595432,1.289855072463768,1.9196419544219843,1.5997016286849868,1.4397314658164881,0.6521739130434783,0.9706054825729133,0.8088379021440945,0.7279541119296851,2.420289855072464,3.6020247908817007,3.0016873257347503,2.7015185931612753,2.536231884057971,3.774576876672441,3.145480730560368,2.8309326575043308,14.057971014492754,20.921940402127245,17.434950335106038,15.691455301595433,2464.3,21,3,129,75,315,134,57,76,101,65,315,292,417,70,55,416,14,32,22,70,59,21,18,489,522,74,91,50,46,28,11,1,79.0,200
Aaron Holiday,HOU,28.0,62,39,23,0.629,12.778172043010752,1.8870967741935485,7.088701330393733,5.907251108661445,5.3165259977953,4.32258064516129,16.237367149961713,13.531139291634759,12.178025362471283,0.437,1.1612903225806452,4.362277741780758,3.635231451483966,3.271708306335569,2.9193548387096775,10.966281545309963,9.13856795442497,8.224711158982473,0.398,0.5483870967741935,2.059964489174247,1.7166370743118726,1.5449733668806853,0.6612903225806451,2.4840748251807097,2.0700623543172583,1.8630561188855324,0.829,0.20967741935483872,0.7876334811548591,0.6563612342957159,0.5907251108661443,1.0483870967741935,3.938167405774296,3.2818061714785802,2.953625554330722,1.2580645161290323,4.7258008869291555,3.938167405774296,3.5443506651968666,1.3387096774193548,5.0287368412194855,4.190614034349571,3.771552630914614,0.5967741935483871,2.2417260617484454,1.8681050514570376,1.681294546311334,0.3064516129032258,1.1511566263032558,0.9592971885860464,0.8633674697274418,0.1774193548387097,0.6664590994387269,0.5553825828656058,0.4998443245790452,0.1774193548387097,0.6664590994387269,0.5553825828656058,0.4998443245790452,1.032258064516129,3.8775802149162297,3.231316845763525,2.9081851611871725,0.7903225806451613,2.9687723520452387,2.4739769600376986,2.226579264033929,5.483870967741935,20.59964489174247,17.166370743118726,15.449733668806854,611.1,0,0,192,100,283,124,305,304,297,325,197,216,91,300,321,142,419,361,377,259,303,353,311,224,259,292,292,115,322,281,44,1,72.0,185
Fred VanVleet,HOU,31.0,60,41,19,0.683,35.18830555555555,4.783333333333333,6.5248950290461085,5.437412524205091,4.893671271784582,12.65,17.25573284685016,14.379777372375136,12.941799635137622,0.378,2.65,3.6148373157433147,3.012364429786096,2.7111279868074862,7.683333333333334,10.480754733067094,8.733962277555912,7.860566049800321,0.345,1.85,2.523565673254767,2.1029713943789723,1.892674254941075,2.283333333333333,3.1146711462693966,2.5955592885578307,2.3360033597020475,0.81,0.5333333333333333,0.7275144283256985,0.6062620236047488,0.5456358212442739,3.15,4.296882092298658,3.5807350769155475,3.222661569223993,3.683333333333333,5.0243965206243555,4.186997100520296,3.7682973904682666,5.55,7.5706970197642995,6.308914183136917,5.678022764823225,1.45,1.9779298520104929,1.6482748766754107,1.4834473890078697,1.5666666666666667,2.1370736332067395,1.7808946943389494,1.6028052249050546,0.4166666666666667,0.5683706471294521,0.47364220594121,0.426277985347089,0.36666666666666664,0.5001661694739178,0.4168051412282648,0.3751246271054383,2.3333333333333335,3.1828756239249314,2.652396353270776,2.3871567179436983,1.9333333333333333,2.637239802680657,2.197699835567214,1.9779298520104929,14.066666666666666,19.1881930470903,15.990160872575249,14.391144785317724,1878.7,4,0,206,83,226,78,74,123,93,482,49,35,257,121,135,195,290,169,200,49,132,24,162,349,462,142,108,53,96,116,44,1,72.0,197
Steven Adams,HOU,31.0,58,38,20,0.655,13.69080459770115,1.5689655172413792,5.500797582066997,4.583997985055831,4.125598186550247,2.8793103448275863,10.094870287969103,8.41239190664092,7.571152715976828,0.545,0.0,0.0,0.0,0.0,0.034482758620689655,0.12089665015531861,0.10074720846276551,0.09067248761648897,0.0,0.7413793103448276,2.5992779783393503,2.1660649819494586,1.9494584837545126,1.603448275862069,5.621694232222315,4.684745193518596,4.216270674166736,0.462,2.8620689655172415,10.034421962891445,8.362018302409538,7.525816472168584,2.7758620689655173,9.732180337503147,8.110150281252622,7.299135253127361,5.637931034482759,19.76660230039459,16.47216858366216,14.824951725295943,1.1379310344827587,3.9895894551255138,3.3246578792712618,2.9921920913441356,0.9310344827586207,3.2642095541936023,2.720174628494669,2.4481571656452017,0.3793103448275862,1.3298631517085047,1.1082192930904204,0.9973973637813784,0.4827586206896552,1.6925531021744604,1.4104609184787171,1.2694148266308454,0.1724137931034483,0.6044832507765929,0.5037360423138275,0.45336243808244475,1.0344827586206897,3.6268995046595585,3.022416253882965,2.720174628494669,1.7758620689655173,6.226177482998908,5.188481235832424,4.669633112249182,3.8793103448275863,13.600873142473343,11.33406095206112,10.200654856855008,812.4,3,0,223,110,242,95,304,334,354,71,499,518,499,281,195,532,25,218,99,298,236,337,144,207,247,166,346,82,286,134,44,1,83.0,265
Jabari Smith Jr.,HOU,22.0,57,40,17,0.702,30.097865497076025,4.350877192982456,6.938767976202389,5.782306646835323,5.2040759821517915,9.929824561403509,15.836059171494162,13.196715976245134,11.87704437862062,0.438,1.719298245614035,2.7419325067251377,2.284943755604281,2.056449380043853,4.859649122807017,7.75015616696799,6.4584634724733245,5.812617125225993,0.354,1.8245614035087718,2.9098059255042275,2.4248382712535226,2.1823544441281704,2.210526315789474,3.525341794360891,2.9377848286340758,2.644006345770668,0.825,1.8421052631578947,2.9377848286340758,2.4481540238617296,2.203338621475557,5.157894736842105,8.225797520175412,6.854831266812843,6.169348140131559,7.0,11.163582348809488,9.302985290674574,8.372686761607117,1.0526315789473684,1.6787341877909006,1.3989451564924171,1.2590506408431754,1.0701754385964912,1.7067130909207486,1.4222609091006237,1.2800348181905614,0.43859649122807015,0.6994725782462085,0.5828938152051737,0.5246044336846564,0.7192982456140351,1.147135028323782,0.9559458569364849,0.8603512712428365,0.5263157894736842,0.8393670938954503,0.6994725782462086,0.6295253204215877,2.1578947368421053,3.441405084971346,2.867837570809455,2.5810538137285093,2.1052631578947367,3.357468375581801,2.7978903129848343,2.518101281686351,12.24561403508772,19.529274384634142,16.274395320528452,14.646955788475607,1403.8,8,0,232,89,202,71,144,169,154,318,141,138,232,133,149,151,66,73,66,314,212,315,79,416,422,133,155,58,168,77,44,1,82.0,220
Tari Eason,HOU,24.0,57,36,21,0.632,24.915672514619885,4.771929824561403,9.193114552478772,7.6609287937323085,6.894835914359078,9.807017543859649,18.89320233395453,15.744335278295443,14.169901750465899,0.487,1.105263157894737,2.129287561787362,1.7744063014894684,1.5969656713405216,3.2280701754385963,6.218871609029756,5.182393007524797,4.664153706772318,0.342,1.3859649122807018,2.670059006050819,2.225049171709016,2.0025442545381145,1.8245614035087718,3.515014387712471,2.9291786564270588,2.636260790784353,0.76,2.245614035087719,4.326171554107657,3.6051429617563806,3.2446286655807426,4.105263157894737,7.908782372353059,6.590651976960883,5.931586779264794,6.350877192982456,12.234953926460717,10.195794938717263,9.176215444845537,1.456140350877193,2.8052518671166835,2.3377098892639028,2.1039389003375124,1.1403508771929824,2.1968839923202945,1.830736660266912,1.6476629942402208,1.7017543859649122,3.278426880847209,2.732022400706007,2.4588201606354065,0.8771929824561403,1.6899107633233035,1.408258969436086,1.2674330724924776,0.7894736842105263,1.5209196869909731,1.2674330724924776,1.1406897652432297,2.3859649122807016,4.596557276239386,3.8304643968661543,3.447417957179539,1.3333333333333333,2.568664360251421,2.1405536335428508,1.9264982701885658,12.035087719298245,23.18557567279572,19.3213130606631,17.38918175459679,1620.9,6,0,232,136,253,115,190,142,157,162,215,213,270,177,178,295,44,112,85,259,204,21,59,489,449,215,159,93,126,93,44,1,80.0,215
Jae'Sean Tate,HOU,29.0,52,38,14,0.731,11.309807692307693,1.3461538461538463,5.713216915202938,4.761014096002448,4.284912686402204,2.8461538461538463,12.07937290642907,10.06614408869089,9.059529679821802,0.473,0.3076923076923077,1.3058781520463858,1.088231793371988,0.9794086140347893,0.8846153846153846,3.7543996871333594,3.1286664059444664,2.8157997653500195,0.348,0.6153846153846154,2.6117563040927716,2.176463586743976,1.9588172280695786,0.9038461538461539,3.8360170716362587,3.1966808930302153,2.877012803727194,0.681,0.9615384615384616,4.080869225144956,3.4007243542874632,3.060651918858717,1.2884615384615385,5.46836476169424,4.5569706347452,4.1012735712706805,2.25,9.549233986839198,7.957694989032664,7.161925490129398,0.9038461538461539,3.8360170716362587,3.1966808930302153,2.877012803727194,0.4230769230769231,1.7955824590637806,1.496318715886484,1.3466868442978355,0.5,2.1220519970753773,1.768376664229481,1.5915389978065329,0.1346153846153846,0.5713216915202939,0.47610140960024483,0.42849126864022036,0.3076923076923077,1.3058781520463858,1.088231793371988,0.9794086140347893,1.5769230769230769,6.692625529237727,5.57718794103144,5.019469146928295,1.0192307692307692,4.325721378653653,3.604767815544711,3.24429103399024,3.6153846153846154,15.344068286545035,12.786723572120861,11.508051214908775,475.9,0,0,267,110,168,63,353,361,365,202,355,374,251,312,302,424,197,358,328,351,371,304,370,294,301,281,363,139,351,281,44,1,76.0,230
Obi Toppin,IND,27.0,79,48,31,0.608,19.554620253164558,4.012658227848101,9.849723106002983,8.20810258833582,7.3872923295022375,7.582278481012659,18.61193735172173,15.50994779310144,13.958953013791296,0.529,1.3924050632911393,3.417884989464758,2.8482374912206314,2.5634137420985685,3.810126582278481,9.352576198444474,7.793813498703727,7.014432148833355,0.365,1.1265822784810127,2.765379673294213,2.304483061078511,2.07403475497066,1.4430379746835442,3.5421717163543853,2.9518097636286544,2.656628787265789,0.781,0.7088607594936709,1.7400141764547856,1.4500118137123215,1.3050106323410893,3.3164556962025316,8.140780611270605,6.783983842725504,6.105585458452953,4.025316455696203,9.88079478772539,8.233995656437825,7.410596090794043,1.620253164556962,3.9771752604680817,3.314312717056735,2.9828814453510613,0.8607594936708861,2.1128743571236686,1.7607286309363903,1.5846557678427513,0.5822784810126582,1.4292973592307168,1.1910811326922641,1.0719730194230377,0.35443037974683544,0.8700070882273928,0.7250059068561607,0.6525053161705446,0.31645569620253167,0.7767920430601722,0.6473267025501435,0.5825940322951292,1.3670886075949367,3.3557416260199435,2.79645135501662,2.5168062195149576,1.1265822784810127,2.765379673294213,2.304483061078511,2.07403475497066,10.544303797468354,25.88271087476494,21.568925728970783,19.412033156073704,1560.6,2,0,23,30,395,160,167,109,131,83,114,125,188,160,168,249,166,93,106,177,197,185,144,380,375,192,114,427,140,159,44,1,81.0,220
T.J. McConnell,IND,33.0,79,49,30,0.62,17.916877637130803,4.10126582278481,10.98744789581518,9.156206579845984,8.240585921861385,7.89873417721519,21.161010762310717,17.63417563525893,15.870758071733038,0.519,0.189873417721519,0.5086781433247768,0.42389845277064736,0.3815086074935826,0.620253164556962,1.6616819348609377,1.3847349457174483,1.2462614511457033,0.306,0.7215189873417721,1.9329769446341523,1.61081412052846,1.4497327084756142,0.9746835443037974,2.611214469067188,2.17601205755599,1.9584108518003909,0.74,0.5569620253164557,1.4921225537526785,1.2434354614605656,1.119091915314509,1.8860759493670887,5.052869557026117,4.210724630855097,3.7896521677695874,2.4430379746835444,6.544992110778796,5.454160092315663,4.9087440830840965,4.443037974683544,11.903068553799779,9.91922379483315,8.927301415349834,1.379746835443038,3.6963945081600453,3.0803287568000375,2.772295881120034,1.0506329113924051,2.8146857263970984,2.3455714386642486,2.111014294797824,0.26582278481012656,0.7121494006546876,0.5934578338789063,0.5341120504910156,0.5316455696202531,1.4242988013093751,1.1869156677578125,1.0682241009820312,1.0,2.679038221510491,2.232531851258743,2.0092786661328685,1.2025316455696202,3.22162824105692,2.6846902008807665,2.41622118079269,9.113924050632912,24.416550879589288,20.34712573299107,18.312413159691964,1681.1,2,0,23,25,383,137,192,106,122,94,361,362,371,234,231,336,221,238,238,41,88,42,194,480,290,179,149,388,113,159,44,1,73.0,190
Pascal Siakam,IND,31.0,78,47,31,0.603,32.66478632478633,7.858974358974359,11.548545442176158,9.623787868480132,8.661409081632119,15.153846153846153,22.268157769416344,18.556798141180288,16.701118327062257,0.519,1.6153846153846154,2.3737630109530112,1.9781358424608428,1.7803222582147584,4.153846153846154,6.103962028164886,5.086635023470738,4.577971521123664,0.389,2.8974358974358974,4.2577019085347665,3.5480849237789718,3.193276431401075,3.948717948717949,5.802531804551805,4.835443170459838,4.351898853413854,0.734,1.705128205128205,2.5056387337837345,2.0880322781531118,1.8792290503378006,5.217948717948718,7.667631313157743,6.389692760964786,5.750723484868307,6.923076923076923,10.173270046941477,8.477725039117898,7.629952535206107,3.371794871794872,4.954759300640015,4.12896608386668,3.716069475480012,1.3974358974358974,2.053493398364113,1.711244498636761,1.5401200487730848,0.8974358974358975,1.3187572283072286,1.0989643569226906,0.9890679212304214,0.5384615384615384,0.7912543369843371,0.6593786141536142,0.5934407527382528,0.5769230769230769,0.8477725039117898,0.7064770865931581,0.6358293779338423,2.423076923076923,3.560644516429517,2.967203763691264,2.670483387322138,3.423076923076923,5.030116856543286,4.191764047119405,3.7725876424074647,20.23076923076923,29.72855580384009,24.773796503200074,22.296416852880068,2847.5,11,0,35,36,395,165,25,13,21,96,90,105,116,43,36,341,40,25,26,72,88,77,75,489,545,27,21,37,20,55,44,1,80.0,245
Jarace Walker,IND,21.0,75,45,30,0.6,15.821599999999998,2.2666666666666666,6.876674925418415,5.73056243784868,5.157506194063812,4.8,14.562370430297822,12.135308691914853,10.921777822723367,0.472,1.0,3.0338271729787127,2.528189310815594,2.2753703797340346,2.466666666666667,7.483440360014158,6.236200300011799,5.612580270010619,0.405,0.6133333333333333,1.860747332760277,1.550622777300231,1.3955604995702078,0.92,2.791120999140416,2.3259341659503465,2.093340749355312,0.667,0.3333333333333333,1.0112757243262376,0.8427297702718648,0.7584567932446783,2.72,8.2520099105021,6.876674925418415,6.189007432876574,3.0533333333333332,9.263285634828337,7.71940469569028,6.9474642261212525,1.4666666666666666,4.449613187035446,3.7080109891962048,3.3372098902765845,1.04,3.155180259897861,2.629316883248218,2.366385194923396,0.72,2.1843555645446733,1.8202963037872277,1.638266673408505,0.3333333333333333,1.0112757243262376,0.8427297702718648,0.7584567932446783,0.13333333333333333,0.4045102897304951,0.3370919081087459,0.3033827172978713,1.5333333333333334,4.651868331900693,3.8765569432505775,3.4889012489255196,0.84,2.548414825302119,2.123679021085099,1.911311118976589,6.1466666666666665,18.64792435657582,15.539936963813187,13.985943267431868,1059.8,0,0,59,56,383,168,237,247,246,206,191,212,70,271,251,438,329,143,192,210,161,143,162,207,402,250,242,492,236,281,44,1,79.0,235
Tyrese Haliburton,IND,25.0,73,46,27,0.63,33.5670091324201,6.52054794520548,9.32422367852758,7.770186398772985,6.993167758895686,13.780821917808218,19.706237438232662,16.42186453186055,14.779678078674495,0.473,2.9863013698630136,4.270337735123976,3.55861477926998,3.202753301342982,7.698630136986301,11.008852326328784,9.174043605273987,8.256639244746587,0.388,2.589041095890411,3.7022652841212453,3.085221070101038,2.7766989630909342,3.041095890410959,4.348692555951939,3.623910463293283,3.2615194169639548,0.851,0.5753424657534246,0.8227256186936102,0.6856046822446751,0.6170442140202076,2.958904109589041,4.231160324709995,3.525966937258329,3.173370243532496,3.5342465753424657,5.053885943403605,4.211571619503005,3.790414457552704,9.219178082191782,13.183198604304753,10.985998836920627,9.887398953228566,1.643835616438356,2.350644624838886,1.9588705206990717,1.7629834686291646,1.4383561643835616,2.0568140467340252,1.7140117056116877,1.5426105350505188,0.6712328767123288,0.959846555142545,0.7998721292854543,0.7198849163569088,0.3150684931506849,0.4505402197607865,0.37545018313398876,0.33790516482058985,1.2602739726027397,1.802160879043146,1.501800732535955,1.3516206592823594,2.3972602739726026,3.4280234112233754,2.8566861760194797,2.5710175584175317,18.616438356164384,26.621050376300385,22.184208646916986,19.965787782225288,3020.1,31,0,86,45,334,121,30,43,45,200,13,15,118,61,70,105,237,124,163,4,76,14,64,356,321,74,38,64,16,18,44,1,77.0,185
